                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    410,                0.47699,                0.31814,                0.87673,                 0.8134,                0.82746,                0.82513,                  0.449,                 1.7282,                 1.0944,                 1.7125,             0.00099367,             0.00099367,             0.00099367
                    411,                0.51063,                0.33869,                0.90169,                0.80709,                0.85842,                0.84787,                0.46812,                 1.7282,                0.95677,                 1.6976,             0.00099202,             0.00099202,             0.00099202
                    412,                0.49474,                0.33848,                0.90193,                0.82659,                0.84322,                0.85595,                0.49236,                 1.6396,                0.88318,                 1.6378,             0.00099036,             0.00099036,             0.00099036
                    413,                0.46931,                0.32239,                 0.8809,                0.87757,                 0.8656,                0.88626,                0.50694,                 1.5996,                0.89533,                 1.5929,             0.00098871,             0.00098871,             0.00098871
                    414,                0.49415,                0.32405,                0.87919,                0.88453,                0.86244,                0.86419,                0.49377,                 1.6252,                0.88337,                 1.5934,             0.00098706,             0.00098706,             0.00098706
                    415,                0.44929,                0.30558,                0.87383,                0.90999,                0.86166,                0.89816,                0.50594,                 1.6562,                0.82878,                 1.6593,             0.00098541,             0.00098541,             0.00098541
                    416,                0.47413,                0.32386,                0.89571,                 0.9049,                0.86667,                0.89354,                0.46382,                 1.7553,                0.81397,                 1.7714,             0.00098376,             0.00098376,             0.00098376
                    417,                0.48804,                 0.3238,                 0.8734,                0.90823,                0.89871,                0.92265,                 0.4835,                 1.7139,                0.83222,                 1.7425,             0.00098211,             0.00098211,             0.00098211
                    418,                0.48756,                0.33498,                0.87799,                0.83132,                0.88095,                 0.9117,                 0.4913,                 1.6958,                 0.9382,                 1.7143,             0.00098046,             0.00098046,             0.00098046
                    419,                0.50532,                0.34265,                0.90569,                0.79471,                0.82857,                0.89587,                0.48629,                 1.7271,                0.90628,                 1.7363,             0.00097881,             0.00097881,             0.00097881
                    420,                0.48909,                0.33477,                0.89664,                 0.9106,                0.75032,                0.88069,                0.46562,                 1.8216,                0.94773,                 1.7587,             0.00097716,             0.00097716,             0.00097716
                    421,                  0.489,                0.34233,                 0.8942,                 0.7672,                0.83653,                0.85484,                0.45143,                 1.8257,                0.96822,                 1.7365,             0.00097551,             0.00097551,             0.00097551
                    422,                0.51869,                0.34034,                0.90728,                 0.8726,                0.73819,                0.86734,                0.45817,                 1.8035,                0.91163,                 1.7422,             0.00097386,             0.00097386,             0.00097386
                    423,                0.49142,                0.33017,                 0.8841,                0.85284,                0.80551,                0.86266,                0.46989,                 1.7779,                0.90244,                 1.7132,             0.00097221,             0.00097221,             0.00097221
                    424,                0.47384,                0.32699,                0.88432,                0.84265,                0.82362,                0.85349,                0.44491,                 1.7826,                0.97463,                  1.699,             0.00097056,             0.00097056,             0.00097056
                    425,                0.49734,                 0.3376,                  0.893,                0.84125,                0.87264,                0.81666,                0.42922,                 1.7096,                 1.1219,                 1.6565,             0.00096891,             0.00096891,             0.00096891
                    426,                0.50458,                0.33327,                0.88639,                0.81058,                0.85741,                0.82133,                0.43941,                 1.7575,                 1.2412,                 1.6704,             0.00096726,             0.00096726,             0.00096726
                    427,                0.48665,                0.33226,                0.89333,                0.91271,                0.83643,                0.86819,                0.50032,                 1.6355,                0.93838,                 1.5052,             0.00096561,             0.00096561,             0.00096561
                    428,                0.48807,                0.32222,                0.88427,                 0.9027,                0.86312,                 0.8697,                0.51975,                 1.6148,                0.91749,                 1.5623,             0.00096396,             0.00096396,             0.00096396
                    429,                0.48195,                0.32235,                0.89085,                0.90188,                0.85361,                0.86324,                0.48645,                 1.6419,                0.89855,                 1.6416,             0.00096231,             0.00096231,             0.00096231
                    430,                0.48353,                0.34204,                0.87895,                0.87187,                0.83343,                0.88592,                0.49321,                 1.6999,                 1.0301,                 1.6652,             0.00096066,             0.00096066,             0.00096066
                    431,                0.52045,                 0.3544,                0.90396,                0.88522,                0.86309,                0.87238,                0.48463,                 1.6864,                 1.0017,                 1.6813,             0.00095901,             0.00095901,             0.00095901
                    432,                0.48373,                0.33346,                0.88834,                0.90513,                0.86169,                0.88471,                0.50597,                 1.6856,                 1.0079,                 1.6595,             0.00095736,             0.00095736,             0.00095736
                    433,                0.47753,                0.34386,                0.88666,                0.83991,                0.83424,                0.86404,                0.51449,                 1.6282,                0.98414,                  1.603,             0.00095571,             0.00095571,             0.00095571
                    434,                0.51326,                0.34926,                0.88108,                0.81246,                0.83762,                0.85912,                0.48223,                 1.6697,                 1.0279,                 1.5928,             0.00095406,             0.00095406,             0.00095406
                    435,                0.50325,                0.33366,                0.88002,                0.83489,                0.86429,                0.86482,                0.47504,                 1.6551,                0.99574,                 1.6315,             0.00095241,             0.00095241,             0.00095241
                    436,                0.48062,                0.31949,                 0.8962,                0.88023,                0.82857,                0.87062,                0.47746,                 1.6365,                0.89996,                  1.601,             0.00095076,             0.00095076,             0.00095076
                    437,                0.48383,                0.32603,                0.87618,                0.86526,                0.86429,                0.90046,                0.49508,                 1.6379,                0.89254,                 1.6007,             0.00094911,             0.00094911,             0.00094911
                    438,                 0.4935,                0.32329,                0.89072,                0.83979,                0.83215,                0.89305,                0.51495,                 1.6411,                0.89997,                 1.6268,             0.00094746,             0.00094746,             0.00094746
                    439,                0.48421,                0.32456,                0.89251,                0.85714,                0.85314,                0.88998,                0.48736,                 1.6967,                0.96214,                 1.6906,             0.00094581,             0.00094581,             0.00094581
                    440,                0.46645,                0.31753,                0.88339,                0.84197,                0.87702,                0.86461,                0.48336,                 1.6457,                0.95379,                 1.6595,             0.00094416,             0.00094416,             0.00094416
                    441,                0.45065,                0.31798,                0.87859,                0.77255,                 0.8879,                0.82826,                0.48312,                 1.5974,                0.92998,                  1.598,             0.00094251,             0.00094251,             0.00094251
                    442,                0.46183,                0.32603,                0.89044,                0.84563,                0.80581,                0.85109,                0.49564,                 1.6364,                 0.8765,                 1.5783,             0.00094085,             0.00094085,             0.00094085
                    443,                0.49351,                0.34904,                0.89684,                 0.7885,                0.85816,                0.88372,                0.51652,                 1.6258,                0.91037,                 1.5523,              0.0009392,              0.0009392,              0.0009392
                    444,                0.47829,                0.31987,                0.88416,                0.82916,                  0.855,                0.89035,                0.51749,                 1.5671,                0.97932,                   1.51,             0.00093755,             0.00093755,             0.00093755
                    445,                0.47492,                0.31745,                0.87586,                0.83902,                0.86742,                 0.8843,                0.50298,                 1.5885,                0.88135,                 1.5152,              0.0009359,              0.0009359,              0.0009359
                    446,                 0.4591,                0.31691,                 0.8743,                0.81011,                0.88955,                0.86918,                0.48775,                 1.6339,                 1.0478,                 1.5526,             0.00093425,             0.00093425,             0.00093425
                    447,                0.48731,                0.32255,                0.88304,                0.85249,                0.89613,                0.90829,                0.48523,                 1.6426,                 0.9626,                 1.5973,              0.0009326,              0.0009326,              0.0009326
                    448,                0.47026,                0.31186,                0.88393,                0.88363,                0.89377,                0.89723,                0.49532,                  1.671,                0.89464,                 1.5449,             0.00093095,             0.00093095,             0.00093095
                    449,                0.47129,                0.33612,                0.87123,                0.88298,                 0.8791,                0.90575,                 0.4967,                 1.7133,                0.84379,                 1.6461,              0.0009293,              0.0009293,              0.0009293
                    450,                0.47816,                0.32011,                0.89503,                0.93334,                0.88333,                  0.927,                0.51076,                 1.6726,                0.84459,                 1.6686,             0.00092765,             0.00092765,             0.00092765
                    451,                0.48977,                0.33111,                0.89173,                0.85154,                0.85696,                0.89115,                0.51043,                 1.6887,                0.78364,                 1.6787,               0.000926,               0.000926,               0.000926
                    452,                0.45651,                0.30375,                0.88612,                0.89815,                0.89045,                 0.9227,                0.50737,                 1.6642,                 0.7771,                 1.6474,             0.00092435,             0.00092435,             0.00092435
                    453,                0.44037,                0.30683,                0.88034,                0.90601,                0.82685,                0.91606,                0.48645,                 1.7091,                0.84995,                 1.6522,              0.0009227,              0.0009227,              0.0009227
                    454,                0.44055,                0.31854,                0.88242,                  0.827,                0.89068,                0.91203,                0.47572,                 1.7042,                0.88791,                 1.6574,             0.00092105,             0.00092105,             0.00092105
                    455,                0.43653,                0.30321,                0.87475,                0.78644,                0.86286,                0.89783,                0.48719,                 1.7104,                0.93235,                 1.6721,              0.0009194,              0.0009194,              0.0009194
                    456,                0.45598,                0.30505,                0.88792,                0.83537,                0.81667,                0.88564,                0.47305,                 1.7575,                 1.0674,                 1.6788,             0.00091775,             0.00091775,             0.00091775
                    457,                0.45464,                0.30859,                0.88251,                0.75923,                    0.9,                0.91247,                0.50437,                 1.7073,                0.98497,                 1.6406,              0.0009161,              0.0009161,              0.0009161
                    458,                0.47398,                 0.3266,                0.88906,                0.83877,                0.83816,                0.91581,                0.52041,                 1.6574,                0.91021,                 1.6519,             0.00091445,             0.00091445,             0.00091445
                    459,                0.44964,                0.31168,                0.88317,                0.88464,                0.83911,                0.91006,                 0.4943,                 1.7193,                0.85269,                 1.6998,              0.0009128,              0.0009128,              0.0009128
                    460,                0.45525,                0.31024,                0.88068,                0.86404,                0.90948,                0.93266,                0.49228,                 1.7212,                0.90902,                 1.7056,             0.00091115,             0.00091115,             0.00091115
                    461,                0.45061,                0.30917,                 0.8717,                0.84842,                0.91667,                0.91376,                0.47937,                 1.7307,                0.92512,                 1.6796,              0.0009095,              0.0009095,              0.0009095
                    462,                0.47511,                0.33535,                0.89353,                0.82721,                 0.9021,                0.88601,                0.46802,                 1.7929,                0.95186,                 1.7134,             0.00090785,             0.00090785,             0.00090785
                    463,                0.44124,                0.30335,                0.87199,                0.82541,                0.86667,                0.85775,                0.45907,                 1.7897,                 1.0517,                 1.7327,              0.0009062,              0.0009062,              0.0009062
                    464,                0.48066,                0.32393,                0.88496,                0.83326,                0.81715,                0.81725,                0.42288,                 1.7441,                 1.0907,                  1.725,             0.00090455,             0.00090455,             0.00090455
                    465,                0.45602,                0.31514,                0.88012,                0.88351,                0.87455,                0.87859,                0.44886,                 1.6845,                 1.0623,                 1.6736,              0.0009029,              0.0009029,              0.0009029
                    466,                0.45127,                0.30877,                0.86217,                0.88322,                0.90002,                0.86775,                0.45284,                 1.6915,                 1.0456,                 1.6438,             0.00090125,             0.00090125,             0.00090125
                    467,                0.45363,                0.30201,                0.88126,                0.84282,                    0.9,                0.87611,                0.47992,                  1.686,                0.94547,                 1.6355,              0.0008996,              0.0008996,              0.0008996
                    468,                0.46004,                0.32271,                0.88059,                0.85355,                0.83959,                0.89956,                0.49346,                  1.674,                0.90504,                 1.6151,             0.00089795,             0.00089795,             0.00089795
                    469,                0.48297,                0.32693,                0.88741,                0.80587,                    0.9,                0.87882,                0.49545,                 1.6582,                0.93045,                 1.6374,              0.0008963,              0.0008963,              0.0008963
                    470,                 0.4799,                0.33518,                 0.8782,                0.80595,                0.88183,                0.88875,                0.50799,                 1.6341,                0.92944,                 1.6469,             0.00089465,             0.00089465,             0.00089465
                    471,                0.47588,                0.32675,                0.88078,                0.83746,                0.84762,                0.88986,                0.50168,                 1.6363,                0.90248,                 1.6369,               0.000893,               0.000893,               0.000893
                    472,                0.46652,                0.33051,                0.87105,                0.85968,                0.84762,                0.87624,                0.49689,                 1.6346,                0.96687,                 1.6357,             0.00089134,             0.00089134,             0.00089134
                    473,                0.47005,                0.31757,                0.88617,                0.81971,                0.84057,                 0.8212,                0.46314,                  1.645,                 1.0912,                 1.6373,             0.00088969,             0.00088969,             0.00088969
                    474,                0.48662,                0.32659,                0.90322,                0.75237,                0.86298,                0.78616,                 0.4475,                 1.6317,                 1.2158,                 1.5973,             0.00088804,             0.00088804,             0.00088804
                    475,                0.44596,                 0.3271,                0.87494,                0.77601,                0.89521,                 0.8067,                 0.4391,                  1.667,                  1.178,                 1.6026,             0.00088639,             0.00088639,             0.00088639
                    476,                0.47845,                0.33281,                 0.8787,                0.82777,                0.88527,                0.87346,                0.48967,                 1.6421,                 1.0716,                 1.6211,             0.00088474,             0.00088474,             0.00088474
                    477,                0.46057,                0.31472,                0.88905,                0.88954,                0.89241,                 0.8934,                0.51022,                 1.6108,                0.99674,                 1.5911,             0.00088309,             0.00088309,             0.00088309
                    478,                 0.4466,                0.30287,                0.88129,                0.88326,                0.89639,                  0.912,                0.53526,                  1.574,                0.95646,                 1.5756,             0.00088144,             0.00088144,             0.00088144
                    479,                0.47121,                0.31342,                0.86948,                 0.8393,                0.86868,                0.88694,                  0.494,                 1.6426,                  1.027,                 1.5782,             0.00087979,             0.00087979,             0.00087979
                    480,                0.46149,                0.31694,                0.88065,                0.82667,                0.87328,                0.87287,                 0.4899,                 1.6468,                 1.0254,                 1.5938,             0.00087814,             0.00087814,             0.00087814
                    481,                0.46124,                 0.3064,                0.88247,                0.86128,                0.91667,                0.89485,                0.48232,                 1.6182,                0.93604,                 1.5762,             0.00087649,             0.00087649,             0.00087649
                    482,                0.44941,                0.31153,                0.88086,                0.84429,                0.84524,                0.84325,                0.45384,                 1.6349,                0.91975,                 1.5592,             0.00087484,             0.00087484,             0.00087484
                    483,                0.46204,                0.31314,                 0.8831,                0.89897,                0.80952,                0.89841,                0.49984,                 1.6326,                0.84339,                 1.6166,             0.00087319,             0.00087319,             0.00087319
                    484,                0.43459,                0.30589,                0.87705,                0.85543,                0.84331,                0.90513,                0.50528,                 1.7134,                0.84667,                  1.682,             0.00087154,             0.00087154,             0.00087154
                    485,                0.45642,                0.31495,                0.87395,                 0.8989,                0.88095,                 0.9466,                0.51425,                 1.6608,                0.85676,                 1.6075,             0.00086989,             0.00086989,             0.00086989
                    486,                0.45148,                0.31881,                 0.8795,                0.89825,                    0.9,                0.92705,                 0.4889,                 1.6423,                0.91312,                 1.6193,             0.00086824,             0.00086824,             0.00086824
                    487,                0.43469,                0.30131,                0.86374,                0.90588,                0.84762,                0.91653,                0.47516,                 1.7029,                0.93568,                 1.6573,             0.00086659,             0.00086659,             0.00086659
                    488,                0.45243,                0.30923,                0.87039,                0.88979,                0.86972,                0.90992,                0.50279,                 1.7378,                0.97593,                 1.6661,             0.00086494,             0.00086494,             0.00086494
                    489,                0.43437,                0.30728,                0.87545,                0.91468,                0.88695,                0.93545,                 0.5163,                 1.6887,                0.87294,                 1.6002,             0.00086329,             0.00086329,             0.00086329
                    490,                0.51163,                0.33912,                0.88831,                0.90362,                0.85417,                0.89202,                 0.5226,                 1.6537,                0.81603,                 1.5976,             0.00086164,             0.00086164,             0.00086164
                    491,                0.45684,                0.33443,                 0.8851,                0.96375,                0.86355,                0.90356,                0.51806,                 1.6646,                0.85046,                 1.5874,             0.00085999,             0.00085999,             0.00085999
                    492,                0.47295,                0.32204,                 0.8796,                0.86064,                0.83749,                0.86367,                0.49838,                 1.6874,                0.94803,                 1.6221,             0.00085834,             0.00085834,             0.00085834
                    493,                0.46055,                0.31654,                0.88448,                0.84919,                0.77857,                 0.8354,                 0.4585,                 1.6654,                 1.0577,                 1.5985,             0.00085669,             0.00085669,             0.00085669
                    494,                0.44576,                0.30141,                0.87591,                0.80703,                0.77857,                0.83059,                0.46751,                 1.6708,                 1.0695,                 1.6069,             0.00085504,             0.00085504,             0.00085504
                    495,                0.44577,                0.29917,                0.88282,                 0.8251,                 0.7519,                0.84842,                0.46841,                 1.6585,                0.99943,                 1.5706,             0.00085339,             0.00085339,             0.00085339
                    496,                0.45144,                0.30941,                0.87267,                 0.8339,                0.75952,                 0.8621,                0.49259,                 1.6575,                0.94087,                 1.5793,             0.00085174,             0.00085174,             0.00085174
                    497,                0.46616,                0.31766,                0.88663,                0.82644,                0.75433,                0.85924,                0.49402,                 1.6131,                0.98476,                 1.5676,             0.00085009,             0.00085009,             0.00085009
                    498,                0.45291,                0.32386,                0.87479,                  0.776,                0.87966,                0.87496,                0.51035,                 1.5914,                0.99865,                 1.5885,             0.00084844,             0.00084844,             0.00084844
                    499,                0.44275,                0.30197,                0.87675,                0.75192,                0.88709,                 0.8723,                0.48724,                 1.6307,                 1.0835,                 1.6511,             0.00084679,             0.00084679,             0.00084679
                    500,                0.45238,                0.30295,                0.88399,                0.75223,                0.88095,                 0.8812,                0.50424,                 1.6334,                 1.0415,                 1.6486,             0.00084514,             0.00084514,             0.00084514
                    501,                0.42295,                0.29314,                0.85221,                0.74923,                0.88095,                0.86528,                0.47465,                 1.6395,                 1.0757,                 1.6305,             0.00084349,             0.00084349,             0.00084349
                    502,                0.44779,                 0.3055,                0.88342,                0.82091,                0.84054,                0.89719,                0.49747,                 1.6275,                 1.0919,                 1.6235,             0.00084184,             0.00084184,             0.00084184
                    503,                0.46505,                 0.3197,                0.87774,                0.80725,                0.85038,                0.91252,                0.50711,                 1.6729,                0.98868,                 1.6667,             0.00084018,             0.00084018,             0.00084018
                    504,                0.42287,                0.28654,                0.87378,                0.82308,                 0.8881,                0.91988,                0.52766,                 1.6304,                0.85916,                 1.6017,             0.00083853,             0.00083853,             0.00083853
                    505,                0.46739,                0.31122,                0.88728,                0.92784,                0.77619,                 0.9225,                0.52675,                 1.6665,                0.87791,                  1.598,             0.00083688,             0.00083688,             0.00083688
                    506,                0.42588,                0.30184,                0.86329,                0.91111,                0.77619,                0.90824,                0.51093,                 1.6552,                0.85199,                 1.5858,             0.00083523,             0.00083523,             0.00083523
                    507,                0.43075,                0.29353,                 0.8668,                0.83965,                0.87696,                0.92126,                0.51701,                 1.6252,                0.88819,                 1.5721,             0.00083358,             0.00083358,             0.00083358
                    508,                0.45153,                0.30398,                0.87335,                0.83927,                0.83932,                0.88653,                0.52042,                 1.5251,                0.87142,                 1.5049,             0.00083193,             0.00083193,             0.00083193
                    509,                0.44987,                0.30587,                0.87241,                0.87025,                0.83837,                0.88498,                0.53114,                 1.5596,                0.85989,                 1.5162,             0.00083028,             0.00083028,             0.00083028
                    510,                0.45367,                0.30869,                0.87668,                0.90312,                0.85574,                0.90858,                0.51072,                 1.6477,                0.96037,                 1.5542,             0.00082863,             0.00082863,             0.00082863
                    511,                0.42063,                0.29302,                0.87521,                0.88129,                0.86429,                0.90049,                0.51345,                 1.6085,                0.85543,                 1.5278,             0.00082698,             0.00082698,             0.00082698
                    512,                0.44131,                0.31394,                0.87063,                0.90898,                0.86429,                0.90765,                0.52007,                 1.6151,                0.81807,                 1.5483,             0.00082533,             0.00082533,             0.00082533
                    513,                 0.4155,                0.29959,                0.87377,                0.91011,                0.86198,                0.90772,                0.48675,                  1.659,                0.85209,                 1.5568,             0.00082368,             0.00082368,             0.00082368
                    514,                0.46075,                0.32096,                0.87498,                0.88277,                0.84019,                0.91266,                0.47405,                 1.7028,                0.99771,                 1.6019,             0.00082203,             0.00082203,             0.00082203
                    515,                0.43754,                0.30589,                0.87582,                0.80697,                0.88796,                0.89406,                0.46944,                 1.6552,                 1.0807,                 1.5446,             0.00082038,             0.00082038,             0.00082038
                    516,                0.44485,                0.30748,                0.86799,                0.87223,                0.83516,                 0.9104,                0.48826,                 1.7223,                 1.0786,                 1.6066,             0.00081873,             0.00081873,             0.00081873
                    517,                0.43493,                0.29915,                0.87269,                0.82345,                0.86667,                0.87631,                0.47263,                 1.7595,                 1.0766,                  1.644,             0.00081708,             0.00081708,             0.00081708
                    518,                0.46472,                0.31147,                0.87086,                0.86412,                0.91586,                0.87414,                0.46869,                 1.6452,                0.97587,                 1.5876,             0.00081543,             0.00081543,             0.00081543
                    519,                 0.4524,                0.29967,                0.87346,                0.88806,                0.91503,                0.86975,                0.46764,                 1.6446,                 1.0272,                 1.6225,             0.00081378,             0.00081378,             0.00081378
                    520,                0.43144,                0.30053,                0.86383,                0.88592,                0.90374,                0.84928,                0.46174,                 1.6716,                 1.0709,                 1.6366,             0.00081213,             0.00081213,             0.00081213
                    521,                 0.4467,                 0.3078,                0.87924,                0.86466,                 0.8877,                0.84412,                0.45003,                 1.6428,                 1.0737,                 1.6194,             0.00081048,             0.00081048,             0.00081048
                    522,                0.42493,                0.30599,                0.88052,                0.85331,                0.88333,                0.85424,                0.44342,                 1.6551,                 1.0055,                 1.6175,             0.00080883,             0.00080883,             0.00080883
                    523,                0.43637,                0.30902,                0.86441,                  0.863,                0.88005,                0.83668,                0.45196,                 1.6646,                0.95467,                 1.6306,             0.00080718,             0.00080718,             0.00080718
                    524,                0.45553,                0.30942,                0.88039,                0.86698,                0.89547,                 0.8847,                0.46526,                 1.7013,                0.89369,                 1.6564,             0.00080553,             0.00080553,             0.00080553
                    525,                0.41973,                0.28938,                0.86273,                0.86736,                0.90618,                0.87664,                0.46213,                 1.6722,                0.84468,                 1.6295,             0.00080388,             0.00080388,             0.00080388
                    526,                0.43375,                0.30933,                0.86371,                  0.866,                0.92048,                0.87021,                0.45182,                 1.6579,                0.85259,                 1.5781,             0.00080223,             0.00080223,             0.00080223
                    527,                0.41081,                0.29444,                0.86196,                0.83425,                0.88095,                 0.8522,                0.44729,                 1.7051,                0.86237,                 1.5985,             0.00080058,             0.00080058,             0.00080058
                    528,                0.42078,                0.30019,                0.87292,                0.84168,                0.88095,                0.84985,                0.42738,                 1.7513,                0.89256,                 1.6956,             0.00079893,             0.00079893,             0.00079893
                    529,                0.44847,                0.30517,                0.87543,                0.86892,                 0.8923,                0.89509,                0.43987,                 1.6906,                0.87997,                 1.6754,             0.00079728,             0.00079728,             0.00079728
                    530,                0.42478,                0.29484,                0.86699,                0.90276,                 0.8619,                0.91653,                0.45875,                 1.6693,                0.83167,                  1.654,             0.00079563,             0.00079563,             0.00079563
                    531,                0.42868,                0.28907,                0.85156,                0.85888,                0.87802,                0.90804,                0.47433,                 1.6838,                 0.8445,                 1.5834,             0.00079398,             0.00079398,             0.00079398
                    532,                0.44232,                0.30027,                0.87291,                0.91905,                0.84524,                0.90509,                0.48235,                 1.6682,                0.87074,                 1.5462,             0.00079233,             0.00079233,             0.00079233
                    533,                0.40538,                0.28269,                0.87609,                0.89897,                0.87227,                0.88944,                0.49105,                 1.6297,                0.88981,                 1.5395,             0.00079067,             0.00079067,             0.00079067
                    534,                0.44084,                 0.2987,                0.86946,                0.89298,                0.85504,                0.91476,                0.53652,                   1.57,                0.87055,                 1.4993,             0.00078902,             0.00078902,             0.00078902
                    535,                 0.4325,                0.28913,                0.85739,                0.90656,                0.87821,                0.92242,                0.52169,                  1.617,                0.84744,                 1.4996,             0.00078737,             0.00078737,             0.00078737
                    536,                0.42583,                0.30486,                0.87766,                0.87787,                0.88095,                 0.9237,                0.50917,                 1.6906,                0.90446,                 1.5545,             0.00078572,             0.00078572,             0.00078572
                    537,                0.40733,                0.28572,                0.86588,                0.86834,                0.89762,                 0.9071,                0.48981,                 1.6435,                0.88727,                 1.5541,             0.00078407,             0.00078407,             0.00078407
                    538,                0.40845,                0.27994,                0.85916,                0.83977,                0.84531,                0.89427,                0.50024,                  1.654,                0.91662,                 1.5856,             0.00078242,             0.00078242,             0.00078242
                    539,                0.42699,                0.29186,                0.85975,                0.79743,                0.89604,                0.88659,                0.49017,                 1.6638,                 1.0549,                 1.5668,             0.00078077,             0.00078077,             0.00078077
                    540,                0.42304,                0.30043,                0.86056,                0.77443,                0.92469,                 0.8782,                0.49218,                 1.6265,                 1.0151,                 1.5733,             0.00077912,             0.00077912,             0.00077912
                    541,                0.44368,                0.29505,                0.86737,                0.88563,                0.85309,                0.87498,                0.48545,                  1.622,                0.93593,                 1.5899,             0.00077747,             0.00077747,             0.00077747
                    542,                0.42386,                0.28479,                0.86399,                0.89087,                0.89641,                0.88856,                0.51993,                 1.6085,                0.94469,                 1.5633,             0.00077582,             0.00077582,             0.00077582
                    543,                0.41394,                 0.2987,                0.86589,                 0.8648,                0.92519,                 0.9008,                0.49868,                 1.6441,                0.95633,                 1.5646,             0.00077417,             0.00077417,             0.00077417
