                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    138,                0.76293,                0.49747,                0.99176,                0.87056,                0.90103,                0.90921,                 0.4723,                 1.7067,                0.94232,                 1.5729,              0.0014426,              0.0014426,              0.0014426
                    139,                0.81027,                0.54447,                 1.0326,                0.86211,                    0.9,                0.87685,                0.44662,                 1.7076,                 1.0818,                 1.6107,              0.0014409,              0.0014409,              0.0014409
                    140,                0.80893,                0.52365,                  1.029,                 0.8317,                 0.8119,                 0.8639,                0.46923,                  1.696,                  1.124,                 1.5827,              0.0014393,              0.0014393,              0.0014393
                    141,                0.79919,                0.52916,                 1.0125,                0.80454,                0.77054,                0.88292,                0.50299,                 1.6274,                 1.0525,                  1.597,              0.0014376,              0.0014376,              0.0014376
                    142,                0.80868,                0.55536,                 1.0266,                0.84479,                0.76614,                0.83713,                0.45045,                 1.6593,                 1.1432,                   1.67,               0.001436,               0.001436,               0.001436
                    143,                0.76859,                0.51635,                0.99666,                0.90635,                0.74524,                0.87673,                0.50375,                 1.6159,                 1.1052,                 1.5699,              0.0014343,              0.0014343,              0.0014343
                    144,                0.73353,                0.50475,                0.99725,                 0.8489,                0.75564,                0.88616,                 0.5076,                 1.6458,                 1.0549,                 1.6038,              0.0014327,              0.0014327,              0.0014327
                    145,                0.79014,                0.52665,                 1.0021,                0.77596,                0.84468,                0.87468,                0.49276,                 1.6635,                0.89455,                 1.5685,               0.001431,               0.001431,               0.001431
                    146,                0.81017,                0.52874,                  1.001,                0.72372,                0.93453,                0.86731,                0.45909,                 1.6703,                0.93526,                 1.5368,              0.0014294,              0.0014294,              0.0014294
                    147,                0.78504,                 0.5254,                0.98039,                 0.6408,                0.75476,                0.75481,                0.39331,                 1.7096,                 1.1508,                 1.6963,              0.0014277,              0.0014277,              0.0014277
                    148,                0.75921,                0.50238,                0.99044,                0.78807,                0.75952,                0.80825,                0.42305,                 1.7756,                 1.0546,                 1.6686,              0.0014261,              0.0014261,              0.0014261
                    149,                0.78757,                0.52748,                 1.0028,                0.84001,                0.76664,                0.83062,                0.42083,                 1.7824,                  1.101,                 1.6499,              0.0014244,              0.0014244,              0.0014244
                    150,                 0.8122,                0.51524,                 1.0154,                0.83478,                0.80952,                0.88899,                0.44882,                 1.7518,                0.99295,                 1.6408,              0.0014228,              0.0014228,              0.0014228
                    151,                0.81765,                0.53694,                 1.0127,                0.75002,                 0.7159,                0.77556,                 0.4337,                 1.5622,                 1.0765,                 1.4782,              0.0014211,              0.0014211,              0.0014211
                    152,                0.80327,                0.51841,                  1.008,                0.87238,                0.81562,                 0.8969,                0.49386,                 1.6087,                0.84602,                 1.5006,              0.0014195,              0.0014195,              0.0014195
                    153,                0.78737,                0.51752,                 1.0058,                0.91137,                0.91506,                0.93721,                0.49427,                 1.6855,                 0.8775,                 1.5978,              0.0014178,              0.0014178,              0.0014178
                    154,                 0.7524,                0.53016,                0.99288,                0.90103,                0.88596,                0.90022,                0.47748,                  1.685,                0.95337,                 1.5786,              0.0014161,              0.0014161,              0.0014161
                    155,                0.74254,                0.49327,                0.97896,                0.78029,                0.93246,                 0.8677,                 0.4473,                 1.7298,                 1.0334,                 1.6479,              0.0014145,              0.0014145,              0.0014145
                    156,                0.72555,                0.50281,                 1.0028,                0.75472,                 0.8771,                0.79834,                 0.4251,                 1.6106,                  1.167,                 1.5506,              0.0014128,              0.0014128,              0.0014128
                    157,                0.71688,                0.46755,                0.98062,                 0.7669,                0.86268,                0.79542,                0.43358,                 1.6338,                 1.1785,                 1.6455,              0.0014112,              0.0014112,              0.0014112
                    158,                0.75042,                0.51328,                0.99775,                0.86353,                0.83095,                0.84137,                 0.4553,                  1.637,                 1.2206,                 1.5989,              0.0014095,              0.0014095,              0.0014095
                    159,                0.74461,                0.50186,                0.98651,                0.85169,                0.87056,                0.87629,                0.48481,                 1.6243,                 1.0807,                 1.5709,              0.0014079,              0.0014079,              0.0014079
                    160,                0.75825,                0.48166,                0.98266,                0.81606,                0.86667,                0.85399,                0.45936,                 1.6774,                 1.1577,                 1.5657,              0.0014062,              0.0014062,              0.0014062
                    161,                0.74901,                0.50397,                0.97556,                0.84435,                0.85561,                0.90894,                0.49283,                 1.6383,                  1.048,                 1.5846,              0.0014046,              0.0014046,              0.0014046
                    162,                0.72167,                0.48604,                 0.9738,                0.84727,                0.88292,                0.91522,                0.49842,                 1.6454,                0.99321,                 1.5426,              0.0014029,              0.0014029,              0.0014029
                    163,                0.75659,                0.49242,                0.98678,                0.80281,                0.84286,                0.87656,                0.46253,                 1.7462,                0.99069,                 1.5779,              0.0014013,              0.0014013,              0.0014013
                    164,                0.74468,                0.50593,                0.98545,                0.70109,                0.82543,                0.88143,                0.45198,                 1.7047,                 1.1531,                 1.6063,              0.0013996,              0.0013996,              0.0013996
                    165,                0.70958,                0.47401,                0.96752,                0.77704,                0.90265,                0.88575,                0.46261,                 1.7016,                0.89178,                 1.5865,               0.001398,               0.001398,               0.001398
                    166,                0.71975,                0.49061,                0.97707,                 0.8004,                0.96623,                0.88144,                 0.4863,                 1.6194,                0.86071,                 1.5936,              0.0013963,              0.0013963,              0.0013963
                    167,                 0.7699,                0.52162,                0.99669,                0.83108,                0.74931,                0.82571,                0.45902,                 1.5964,                0.94788,                 1.5672,              0.0013947,              0.0013947,              0.0013947
                    168,                0.72484,                0.47346,                0.95641,                0.86697,                0.79834,                0.84514,                0.45989,                 1.6997,                 1.1088,                 1.6046,               0.001393,               0.001393,               0.001393
                    169,                 0.7477,                0.50496,                0.99153,                0.83908,                0.88546,                0.86959,                0.51195,                 1.6237,                 0.9316,                 1.6029,              0.0013914,              0.0013914,              0.0013914
                    170,                0.74262,                0.49531,                 0.9808,                0.90113,                0.83217,                0.87583,                 0.4635,                 1.6918,                 1.0433,                 1.6358,              0.0013897,              0.0013897,              0.0013897
                    171,                0.71874,                0.46605,                0.95894,                0.79381,                0.86834,                0.83944,                0.45685,                 1.7638,                 1.2263,                 1.6654,              0.0013881,              0.0013881,              0.0013881
                    172,                0.75879,                0.49688,                0.98867,                0.82955,                0.85786,                0.83438,                0.46117,                 1.6867,                 1.1191,                 1.5828,              0.0013864,              0.0013864,              0.0013864
                    173,                0.72741,                0.48523,                0.98262,                0.91196,                0.83102,                0.91934,                0.49775,                 1.7389,                 0.8531,                 1.6964,              0.0013848,              0.0013848,              0.0013848
                    174,                0.75116,                 0.5142,                0.98586,                0.90333,                0.91667,                0.93857,                0.47881,                 1.7599,                0.80863,                 1.7606,              0.0013831,              0.0013831,              0.0013831
                    175,                0.74976,                 0.5165,                0.98104,                0.81764,                0.78264,                0.83425,                0.43964,                 1.7601,                 1.1438,                 1.7335,              0.0013815,              0.0013815,              0.0013815
                    176,                0.78841,                0.50838,                 0.9818,                0.82213,                    0.9,                0.86677,                0.47135,                 1.6384,                 0.9571,                 1.6219,              0.0013798,              0.0013798,              0.0013798
                    177,                0.74412,                0.49777,                0.98109,                0.69759,                0.80334,                0.78566,                0.39249,                 1.8403,                0.99815,                 1.7948,              0.0013782,              0.0013782,              0.0013782
                    178,                0.69487,                 0.4623,                0.96147,                0.90057,                0.82104,                 0.8759,                 0.4497,                 1.7329,                 1.0499,                 1.6455,              0.0013765,              0.0013765,              0.0013765
                    179,                0.68661,                0.49954,                0.95686,                0.91681,                0.77619,                 0.9133,                0.51165,                 1.5691,                0.85893,                  1.503,              0.0013749,              0.0013749,              0.0013749
                    180,                0.71618,                0.49566,                0.98991,                0.84034,                0.84762,                0.85654,                0.45437,                  1.711,                 1.0171,                 1.6495,              0.0013732,              0.0013732,              0.0013732
                    181,                0.70652,                0.49576,                0.96402,                0.80865,                0.87089,                0.85347,                 0.4686,                  1.682,                 1.0234,                 1.6489,              0.0013716,              0.0013716,              0.0013716
                    182,                0.72283,                0.51293,                  0.987,                0.88491,                0.82857,                0.88528,                0.46737,                 1.7079,                0.88261,                 1.5879,              0.0013699,              0.0013699,              0.0013699
                    183,                0.70533,                0.47946,                0.97661,                0.90391,                0.81323,                0.90887,                0.50619,                 1.5828,                0.87615,                 1.5263,              0.0013683,              0.0013683,              0.0013683
                    184,                0.70251,                 0.4712,                0.96433,                0.80342,                0.88839,                0.88466,                0.47853,                 1.6802,                 1.0588,                 1.6101,              0.0013666,              0.0013666,              0.0013666
                    185,                0.72376,                0.48619,                0.97111,                0.78619,                0.90849,                0.86316,                0.47701,                 1.6295,                  1.027,                 1.6052,               0.001365,               0.001365,               0.001365
                    186,                0.71216,                0.47441,                0.97617,                0.83001,                0.88565,                0.88058,                0.47027,                 1.6372,                0.98156,                 1.5462,              0.0013633,              0.0013633,              0.0013633
                    187,                0.68835,                0.45831,                0.94774,                0.86702,                0.84762,                0.89587,                0.47975,                 1.6957,                0.98719,                 1.5279,              0.0013617,              0.0013617,              0.0013617
                    188,                0.67048,                0.44648,                0.95006,                0.75869,                0.94244,                 0.8875,                 0.4947,                 1.6339,                0.86734,                 1.5211,                0.00136,                0.00136,                0.00136
                    189,                0.68344,                 0.4682,                 0.9515,                0.68807,                0.87619,                0.83116,                0.43317,                 1.6522,                0.89985,                 1.5881,              0.0013584,              0.0013584,              0.0013584
                    190,                0.71426,                0.45668,                0.94783,                0.75482,                0.83538,                 0.8354,                0.44134,                 1.6632,                0.99681,                 1.5752,              0.0013567,              0.0013567,              0.0013567
                    191,                0.72383,                0.48796,                0.95714,                0.84636,                0.93333,                0.88954,                0.45215,                 1.7676,                0.96039,                 1.6301,              0.0013551,              0.0013551,              0.0013551
                    192,                0.69191,                0.45762,                 0.9476,                0.83175,                 0.8591,                0.86264,                0.43721,                 1.8092,                0.99112,                 1.6543,              0.0013534,              0.0013534,              0.0013534
                    193,                0.73432,                0.49134,                0.97134,                0.78824,                0.91667,                0.86101,                0.41287,                 1.7762,                0.92936,                 1.6258,              0.0013518,              0.0013518,              0.0013518
                    194,                0.72742,                0.48303,                0.96685,                0.87711,                0.87595,                0.90825,                0.46547,                 1.7405,                0.88181,                 1.6662,              0.0013501,              0.0013501,              0.0013501
                    195,                0.68526,                0.44567,                0.95019,                0.87475,                0.84495,                0.90228,                0.46786,                 1.7004,                0.87921,                 1.6523,              0.0013485,              0.0013485,              0.0013485
                    196,                0.66382,                0.43816,                 0.9508,                0.89125,                   0.85,                0.90147,                0.48671,                  1.651,                0.90674,                  1.671,              0.0013468,              0.0013468,              0.0013468
                    197,                 0.6707,                0.43883,                 0.9518,                0.82486,                0.80883,                0.86172,                0.49675,                 1.6495,                0.95052,                 1.6442,              0.0013452,              0.0013452,              0.0013452
                    198,                0.69761,                0.48332,                0.98501,                0.81421,                   0.85,                0.90936,                0.49849,                 1.6908,                 1.0585,                 1.6454,              0.0013435,              0.0013435,              0.0013435
                    199,                0.69951,                0.46016,                0.96794,                0.83707,                0.86885,                0.87607,                0.47766,                 1.6349,                0.92035,                 1.5743,              0.0013419,              0.0013419,              0.0013419
                    200,                0.69859,                0.46698,                 0.9447,                0.82666,                  0.821,                0.84749,                0.44392,                 1.6699,                 1.0495,                 1.6054,              0.0013402,              0.0013402,              0.0013402
                    201,                0.64756,                0.42211,                 0.9501,                0.86124,                0.89729,                0.85507,                0.44062,                 1.6986,                 0.9904,                 1.6354,              0.0013386,              0.0013386,              0.0013386
                    202,                0.66642,                0.43092,                 0.9489,                0.85916,                   0.95,                0.91496,                0.47014,                 1.7975,                0.80651,                 1.7818,              0.0013369,              0.0013369,              0.0013369
                    203,                0.65311,                0.44636,                0.96096,                0.83976,                    0.9,                0.88601,                0.45498,                 1.7192,                 0.9082,                  1.692,              0.0013353,              0.0013353,              0.0013353
                    204,                0.67705,                0.44207,                0.96458,                0.81388,                0.90859,                0.89992,                0.48474,                 1.6349,                0.96439,                 1.6102,              0.0013336,              0.0013336,              0.0013336
                    205,                0.65142,                0.45205,                0.95644,                0.79118,                0.83095,                0.87964,                 0.4756,                 1.7003,                 1.0509,                 1.6622,               0.001332,               0.001332,               0.001332
                    206,                0.68542,                 0.4463,                0.95374,                0.79724,                0.81078,                0.83461,                0.44357,                 1.7063,                 1.0288,                 1.6546,              0.0013303,              0.0013303,              0.0013303
                    207,                0.65869,                0.44038,                 0.9449,                0.81293,                0.86667,                0.84019,                0.44251,                 1.7581,                 1.0085,                 1.5711,              0.0013287,              0.0013287,              0.0013287
                    208,                0.66124,                0.44977,                0.95085,                0.77648,                0.93333,                0.87192,                0.47886,                 1.6221,                0.90581,                 1.5317,               0.001327,               0.001327,               0.001327
                    209,                 0.6938,                 0.4586,                0.94411,                0.82647,                0.86528,                0.90666,                0.51612,                 1.5947,                0.83299,                 1.5286,              0.0013254,              0.0013254,              0.0013254
                    210,                0.69711,                   0.47,                0.97335,                0.85128,                0.93095,                 0.9016,                 0.4822,                 1.7088,                0.80943,                 1.5649,              0.0013237,              0.0013237,              0.0013237
                    211,                0.69994,                0.46057,                0.95957,                0.73273,                0.90755,                0.83096,                0.43119,                 1.7623,                0.95375,                 1.6995,              0.0013221,              0.0013221,              0.0013221
                    212,                0.67406,                0.44753,                0.94964,                0.73217,                0.93095,                0.84222,                0.44316,                 1.7173,                0.90837,                 1.6427,              0.0013204,              0.0013204,              0.0013204
                    213,                0.65894,                0.43502,                0.94589,                0.90178,                0.89091,                0.91055,                0.44459,                 1.8376,                0.86245,                 1.7583,              0.0013188,              0.0013188,              0.0013188
                    214,                0.64812,                0.44627,                0.95155,                0.79383,                0.91291,                0.89952,                  0.533,                 1.6307,                0.83582,                 1.6061,              0.0013171,              0.0013171,              0.0013171
                    215,                0.68124,                0.44892,                0.95349,                  0.875,                 0.8695,                 0.9067,                0.50625,                 1.5554,                  0.845,                 1.5562,              0.0013155,              0.0013155,              0.0013155
                    216,                0.67407,                0.44834,                0.96191,                0.78498,                0.96667,                0.92203,                0.50075,                 1.6538,                0.85799,                 1.5762,              0.0013138,              0.0013138,              0.0013138
                    217,                0.63846,                0.42789,                0.95288,                0.81943,                0.90537,                  0.919,                0.53176,                 1.5942,                0.80217,                 1.5573,              0.0013122,              0.0013122,              0.0013122
                    218,                0.67094,                0.43777,                0.95661,                0.84362,                0.83082,                0.91639,                0.53533,                 1.5714,                0.82666,                 1.5497,              0.0013105,              0.0013105,              0.0013105
                    219,                0.64141,                 0.4289,                0.93502,                0.83477,                0.82857,                0.87688,                0.48416,                 1.6224,                0.86047,                 1.6035,              0.0013089,              0.0013089,              0.0013089
                    220,                0.70499,                0.45941,                0.95017,                0.88394,                0.78245,                0.89654,                0.46675,                 1.7087,                0.92959,                 1.7111,              0.0013072,              0.0013072,              0.0013072
                    221,                0.66058,                0.43356,                0.93689,                0.82012,                0.85159,                0.90153,                0.47982,                 1.6784,                 0.9068,                 1.6335,              0.0013056,              0.0013056,              0.0013056
                    222,                0.60656,                 0.4267,                0.92228,                 0.8328,                0.85612,                0.87534,                0.43777,                 1.7656,                 1.0539,                 1.6683,              0.0013039,              0.0013039,              0.0013039
                    223,                0.62163,                0.42894,                0.93311,                0.83633,                0.88192,                0.89332,                0.46579,                 1.7021,                0.90707,                 1.6501,              0.0013023,              0.0013023,              0.0013023
                    224,                0.60969,                0.41422,                 0.9246,                0.82876,                0.87195,                0.89864,                0.45545,                 1.6905,                0.93393,                  1.627,              0.0013006,              0.0013006,              0.0013006
                    225,                0.68271,                0.43746,                0.95361,                0.82555,                0.90155,                0.86827,                0.48476,                 1.6723,                 1.0516,                 1.6077,               0.001299,               0.001299,               0.001299
                    226,                0.66475,                0.45377,                0.93672,                0.81714,                0.87372,                0.84115,                0.45193,                 1.6361,                 1.1054,                 1.5764,              0.0012973,              0.0012973,              0.0012973
                    227,                0.64538,                0.44043,                0.93119,                0.83184,                0.91026,                0.88735,                0.47806,                 1.5974,                0.97626,                 1.6269,              0.0012957,              0.0012957,              0.0012957
                    228,                 0.6085,                0.40712,                0.92138,                0.83249,                0.83095,                0.85881,                0.47918,                 1.5594,                 1.0222,                 1.5887,               0.001294,               0.001294,               0.001294
                    229,                0.64764,                0.43625,                0.95652,                0.86635,                0.85494,                0.85189,                0.45616,                 1.6218,                0.97418,                 1.6545,              0.0012924,              0.0012924,              0.0012924
                    230,                0.64399,                0.43312,                0.94441,                0.82507,                0.87412,                0.83784,                0.43307,                   1.75,                 1.0071,                  1.684,              0.0012907,              0.0012907,              0.0012907
                    231,                0.64827,                0.43881,                0.94005,                0.89105,                0.83095,                0.87922,                0.45034,                 1.7311,                0.97355,                 1.6672,              0.0012891,              0.0012891,              0.0012891
                    232,                0.63069,                0.42833,                0.94223,                0.81208,                0.77875,                0.84048,                 0.4834,                 1.6121,                0.91093,                  1.594,              0.0012874,              0.0012874,              0.0012874
                    233,                0.64508,                0.44952,                0.95175,                 0.7354,                0.86429,                0.85111,                0.46692,                 1.6391,                 1.0199,                 1.6059,              0.0012858,              0.0012858,              0.0012858
                    234,                0.62918,                0.42442,                0.92993,                0.84884,                0.91439,                0.89158,                0.50884,                 1.6285,                0.91073,                 1.6142,              0.0012841,              0.0012841,              0.0012841
                    235,                0.64079,                0.41598,                0.95171,                0.78587,                0.87665,                0.81966,                0.44766,                 1.5915,                 1.0924,                 1.6395,              0.0012825,              0.0012825,              0.0012825
                    236,                0.64989,                0.43212,                0.93706,                 0.7662,                0.93115,                0.84451,                0.45424,                 1.6023,                0.99953,                 1.6148,              0.0012808,              0.0012808,              0.0012808
                    237,                0.63602,                0.41803,                0.93324,                0.82173,                0.86699,                0.82635,                0.45253,                 1.6025,                  1.037,                 1.5663,              0.0012792,              0.0012792,              0.0012792
                    238,                0.66822,                0.42806,                0.94918,                0.80921,                0.82467,                0.84507,                0.47586,                 1.5777,                0.95206,                 1.5429,              0.0012775,              0.0012775,              0.0012775
                    239,                0.61099,                0.41231,                0.92412,                0.79636,                0.89423,                 0.8541,                0.45536,                 1.6099,                 1.0368,                 1.5543,              0.0012759,              0.0012759,              0.0012759
                    240,                0.61982,                0.41628,                0.93679,                0.76624,                0.83333,                 0.7612,                0.39868,                 1.6584,                  1.392,                 1.5819,              0.0012742,              0.0012742,              0.0012742
                    241,                0.62416,                0.42877,                0.93633,                0.86825,                0.79279,                0.85451,                 0.4375,                 1.7167,                 1.2408,                 1.6242,              0.0012726,              0.0012726,              0.0012726
                    242,                0.62994,                0.42459,                0.93313,                0.83058,                0.89762,                0.86662,                0.43367,                 1.8425,                 1.0426,                 1.7214,              0.0012709,              0.0012709,              0.0012709
                    243,                 0.6255,                0.43296,                0.94088,                0.84341,                0.85972,                 0.8862,                0.47939,                 1.7602,                0.90806,                 1.6263,              0.0012693,              0.0012693,              0.0012693
                    244,                0.65717,                0.42295,                0.93281,                0.85635,                0.80855,                0.91918,                0.51425,                 1.6961,                0.87483,                 1.6399,              0.0012676,              0.0012676,              0.0012676
                    245,                0.60022,                0.41536,                0.92299,                0.86833,                0.91429,                 0.9423,                0.52993,                 1.6294,                0.76603,                 1.5544,               0.001266,               0.001266,               0.001266
                    246,                0.61811,                0.43205,                0.93793,                0.83178,                0.83977,                0.90149,                0.54403,                 1.6409,                0.80765,                 1.5454,              0.0012643,              0.0012643,              0.0012643
                    247,                0.62809,                0.41885,                0.93312,                0.91359,                0.77381,                0.93038,                0.52077,                 1.6068,                0.76116,                 1.5333,              0.0012627,              0.0012627,              0.0012627
                    248,                 0.6549,                0.41379,                0.93938,                0.81937,                0.94387,                0.91628,                0.50797,                 1.6722,                0.81454,                 1.6031,               0.001261,               0.001261,               0.001261
                    249,                0.60581,                0.40265,                 0.9385,                0.75487,                0.93066,                0.87128,                 0.4849,                 1.7283,                0.91599,                  1.622,              0.0012594,              0.0012594,              0.0012594
                    250,                0.61894,                0.41492,                0.93051,                0.85083,                0.87088,                0.93499,                0.49796,                 1.6822,                0.98223,                 1.6055,              0.0012577,              0.0012577,              0.0012577
                    251,                0.60263,                0.40287,                0.91403,                0.82066,                  0.827,                0.85449,                 0.4294,                 1.7898,                 1.1714,                 1.6432,              0.0012561,              0.0012561,              0.0012561
                    252,                0.61556,                0.43055,                0.94559,                0.83467,                0.81429,                0.83043,                0.44085,                   1.72,                 1.2316,                 1.5873,              0.0012544,              0.0012544,              0.0012544
                    253,                0.64342,                0.43275,                0.95167,                 0.7802,                0.88829,                0.83153,                0.42888,                  1.703,                 1.1079,                 1.6247,              0.0012528,              0.0012528,              0.0012528
                    254,                0.58428,                 0.3868,                0.91634,                0.84102,                   0.85,                0.82121,                0.43232,                 1.6892,                 1.2534,                 1.5699,              0.0012511,              0.0012511,              0.0012511
                    255,                0.60086,                0.40937,                0.91514,                0.84997,                0.83775,                0.82866,                0.44397,                 1.6718,                 1.1706,                 1.6025,              0.0012495,              0.0012495,              0.0012495
                    256,                0.63081,                0.40928,                0.92144,                0.83827,                0.81426,                 0.8106,                0.44321,                 1.7051,                 1.2154,                 1.5931,              0.0012478,              0.0012478,              0.0012478
                    257,                0.65006,                0.45175,                0.94681,                0.83358,                0.81429,                0.83336,                0.47272,                 1.6728,                 1.1256,                 1.5767,              0.0012462,              0.0012462,              0.0012462
                    258,                0.63015,                0.43402,                0.94056,                0.75728,                0.78754,                0.73454,                0.43307,                 1.5863,                 1.2265,                 1.5571,              0.0012445,              0.0012445,              0.0012445
                    259,                0.59801,                0.41727,                0.92937,                0.78481,                 0.8168,                0.78702,                0.43982,                 1.6208,                 1.1813,                 1.6069,              0.0012429,              0.0012429,              0.0012429
                    260,                0.60922,                0.41276,                 0.9257,                0.79873,                0.84583,                0.78208,                0.40433,                 1.8068,                 1.1723,                 1.6682,              0.0012412,              0.0012412,              0.0012412
                    261,                0.64462,                0.42495,                0.92857,                0.88928,                0.79794,                0.86718,                0.46451,                 1.7351,                 0.9723,                 1.6428,              0.0012396,              0.0012396,              0.0012396
                    262,                0.62499,                0.40934,                0.93514,                0.86925,                0.84462,                0.87771,                0.46254,                 1.7247,                0.89127,                 1.6446,              0.0012379,              0.0012379,              0.0012379
                    263,                0.60501,                0.39896,                 0.9354,                0.92434,                 0.8119,                0.90999,                0.47053,                 1.6921,                0.81649,                 1.6554,              0.0012363,              0.0012363,              0.0012363
                    264,                 0.6486,                0.41149,                0.93406,                0.79574,                0.84524,                0.82508,                0.43057,                 1.7214,                0.91324,                 1.6402,              0.0012346,              0.0012346,              0.0012346
                    265,                 0.6142,                0.41538,                0.94242,                0.76575,                0.82742,                0.81242,                0.43018,                 1.6758,                0.95498,                 1.6302,               0.001233,               0.001233,               0.001233
                    266,                0.62482,                 0.4218,                 0.9429,                0.70856,                0.91429,                0.86504,                0.45525,                 1.7125,                0.96723,                 1.6298,              0.0012313,              0.0012313,              0.0012313
                    267,                0.58941,                0.39792,                0.92456,                0.93475,                0.76537,                0.87473,                0.48802,                 1.6177,                0.95422,                 1.5558,              0.0012297,              0.0012297,              0.0012297
                    268,                0.62737,                 0.4218,                  0.944,                0.84238,                0.78829,                0.85981,                0.48516,                  1.692,                 0.8667,                 1.6557,               0.001228,               0.001228,               0.001228
                    269,                0.63675,                0.42268,                0.95679,                0.96337,                 0.8514,                0.91964,                0.50192,                 1.5842,                0.82231,                 1.5546,              0.0012264,              0.0012264,              0.0012264
                    270,                0.60819,                0.40361,                 0.9326,                0.90347,                0.88989,                0.92306,                0.53001,                 1.5172,                0.85117,                 1.5252,              0.0012247,              0.0012247,              0.0012247
                    271,                 0.5771,                0.42577,                0.92378,                0.84036,                0.91592,                0.91941,                0.53607,                 1.4837,                0.80064,                 1.4537,              0.0012231,              0.0012231,              0.0012231
